revenue_id,customer_id,opportunity_id,channel_id,campaign_id,revenue_date,revenue_month,new_arr,recognized_revenue,gross_margin
rev_cust_00001,cust_00001,opp_00001,ch_paid_search,paid_search_core,2026-02-05,2026-02,35700.0,2975.0,0.76
rev_cust_00002,cust_00002,opp_00002,ch_paid_search,paid_search_core,2026-03-10,2026-03,38220.0,3185.0,0.76
rev_cust_00003,cust_00003,opp_00003,ch_paid_search,paid_search_core,2026-04-09,2026-04,40740.0,3395.0,0.76
rev_cust_00004,cust_00004,opp_00004,ch_paid_search,paid_search_core,2026-05-12,2026-05,43260.0,3605.0,0.76
rev_cust_00005,cust_00005,opp_00005,ch_paid_search,paid_search_core,2026-06-13,2026-06,45780.0,3815.0,0.76
rev_cust_00006,cust_00006,opp_00006,ch_paid_search,paid_search_core,2026-07-16,2026-07,48300.0,4025.0,0.76
rev_cust_00007,cust_00007,opp_00007,ch_paid_search,paid_search_core,2026-02-17,2026-02,35700.0,2975.0,0.76
rev_cust_00008,cust_00008,opp_00008,ch_paid_search,paid_search_core,2026-03-22,2026-03,38220.0,3185.0,0.76
rev_cust_00009,cust_00009,opp_00009,ch_paid_search,paid_search_core,2026-04-21,2026-04,40740.0,3395.0,0.76
rev_cust_00010,cust_00010,opp_00010,ch_paid_search,paid_search_core,2026-05-24,2026-05,43260.0,3605.0,0.76
rev_cust_00011,cust_00011,opp_00011,ch_paid_search,paid_search_core,2026-06-25,2026-06,45780.0,3815.0,0.76
rev_cust_00012,cust_00012,opp_00012,ch_paid_search,paid_search_core,2026-07-28,2026-07,48300.0,4025.0,0.76
rev_cust_00013,cust_00013,opp_00062,ch_paid_search,paid_search_broad,2026-02-05,2026-02,35700.0,2975.0,0.76
rev_cust_00014,cust_00014,opp_00072,ch_organic,organic_seo_bottom,2026-02-05,2026-02,33150.0,2762.5,0.78
rev_cust_00015,cust_00015,opp_00073,ch_organic,organic_seo_bottom,2026-03-10,2026-03,35490.0,2957.5,0.78
rev_cust_00016,cust_00016,opp_00074,ch_organic,organic_seo_bottom,2026-04-09,2026-04,37830.0,3152.5,0.78
rev_cust_00017,cust_00017,opp_00075,ch_organic,organic_seo_bottom,2026-05-12,2026-05,40170.0,3347.5,0.78
rev_cust_00018,cust_00018,opp_00076,ch_organic,organic_seo_bottom,2026-06-13,2026-06,42510.0,3542.5,0.78
rev_cust_00019,cust_00019,opp_00077,ch_organic,organic_seo_bottom,2026-07-16,2026-07,44850.0,3737.5,0.78
rev_cust_00020,cust_00020,opp_00078,ch_organic,organic_seo_bottom,2026-02-17,2026-02,33150.0,2762.5,0.78
rev_cust_00021,cust_00021,opp_00079,ch_organic,organic_seo_bottom,2026-03-22,2026-03,35490.0,2957.5,0.78
rev_cust_00022,cust_00022,opp_00080,ch_organic,organic_seo_bottom,2026-04-21,2026-04,37830.0,3152.5,0.78
rev_cust_00023,cust_00023,opp_00081,ch_organic,organic_seo_bottom,2026-05-24,2026-05,40170.0,3347.5,0.78
rev_cust_00024,cust_00024,opp_00082,ch_organic,organic_seo_bottom,2026-06-25,2026-06,42510.0,3542.5,0.78
rev_cust_00025,cust_00025,opp_00083,ch_organic,organic_seo_bottom,2026-07-28,2026-07,44850.0,3737.5,0.78
rev_cust_00026,cust_00026,opp_00084,ch_organic,organic_seo_bottom,2026-03-01,2026-03,33150.0,2762.5,0.78
rev_cust_00027,cust_00027,opp_00085,ch_organic,organic_seo_bottom,2026-04-03,2026-04,35490.0,2957.5,0.78
rev_cust_00028,cust_00028,opp_00086,ch_organic,organic_seo_bottom,2026-05-03,2026-05,37830.0,3152.5,0.78
rev_cust_00029,cust_00029,opp_00087,ch_organic,organic_seo_bottom,2026-06-05,2026-06,40170.0,3347.5,0.78
rev_cust_00030,cust_00030,opp_00088,ch_organic,organic_seo_bottom,2026-07-07,2026-07,42510.0,3542.5,0.78
rev_cust_00031,cust_00031,opp_00089,ch_organic,organic_seo_bottom,2026-08-09,2026-08,44850.0,3737.5,0.78
rev_cust_00032,cust_00032,opp_00090,ch_organic,organic_seo_bottom,2026-03-13,2026-03,33150.0,2762.5,0.78
rev_cust_00033,cust_00033,opp_00091,ch_organic,organic_seo_bottom,2026-04-15,2026-04,35490.0,2957.5,0.78
rev_cust_00034,cust_00034,opp_00092,ch_organic,organic_seo_bottom,2026-05-15,2026-05,37830.0,3152.5,0.78
rev_cust_00035,cust_00035,opp_00137,ch_organic,organic_content_hub,2026-02-05,2026-02,33150.0,2762.5,0.78
rev_cust_00036,cust_00036,opp_00138,ch_organic,organic_content_hub,2026-03-10,2026-03,35490.0,2957.5,0.78
rev_cust_00037,cust_00037,opp_00139,ch_organic,organic_content_hub,2026-04-09,2026-04,37830.0,3152.5,0.78
rev_cust_00038,cust_00038,opp_00140,ch_organic,organic_content_hub,2026-05-12,2026-05,40170.0,3347.5,0.78
rev_cust_00039,cust_00039,opp_00141,ch_organic,organic_content_hub,2026-06-13,2026-06,42510.0,3542.5,0.78
rev_cust_00040,cust_00040,opp_00159,ch_referral,referral_customer,2026-02-05,2026-02,40800.0,3400.0,0.8
rev_cust_00041,cust_00041,opp_00160,ch_referral,referral_customer,2026-03-10,2026-03,43680.0,3640.0,0.8
rev_cust_00042,cust_00042,opp_00161,ch_referral,referral_customer,2026-04-09,2026-04,46560.0,3880.0,0.8
rev_cust_00043,cust_00043,opp_00162,ch_referral,referral_customer,2026-05-12,2026-05,49440.0,4120.0,0.8
rev_cust_00044,cust_00044,opp_00163,ch_referral,referral_customer,2026-06-13,2026-06,52320.0,4360.0,0.8
rev_cust_00045,cust_00045,opp_00164,ch_referral,referral_customer,2026-07-16,2026-07,55200.0,4600.0,0.8
rev_cust_00046,cust_00046,opp_00165,ch_referral,referral_customer,2026-02-17,2026-02,40800.0,3400.0,0.8
rev_cust_00047,cust_00047,opp_00166,ch_referral,referral_customer,2026-03-22,2026-03,43680.0,3640.0,0.8
rev_cust_00048,cust_00048,opp_00167,ch_referral,referral_customer,2026-04-21,2026-04,46560.0,3880.0,0.8
rev_cust_00049,cust_00049,opp_00168,ch_referral,referral_customer,2026-05-24,2026-05,49440.0,4120.0,0.8
rev_cust_00050,cust_00050,opp_00169,ch_referral,referral_customer,2026-06-25,2026-06,52320.0,4360.0,0.8
rev_cust_00051,cust_00051,opp_00170,ch_referral,referral_customer,2026-07-28,2026-07,55200.0,4600.0,0.8
rev_cust_00052,cust_00052,opp_00171,ch_referral,referral_customer,2026-03-01,2026-03,40800.0,3400.0,0.8
rev_cust_00053,cust_00053,opp_00172,ch_referral,referral_customer,2026-04-03,2026-04,43680.0,3640.0,0.8
rev_cust_00054,cust_00054,opp_00173,ch_referral,referral_customer,2026-05-03,2026-05,46560.0,3880.0,0.8
rev_cust_00055,cust_00055,opp_00174,ch_referral,referral_customer,2026-06-05,2026-06,49440.0,4120.0,0.8
rev_cust_00056,cust_00056,opp_00175,ch_referral,referral_customer,2026-07-07,2026-07,52320.0,4360.0,0.8
rev_cust_00057,cust_00057,opp_00176,ch_referral,referral_customer,2026-08-09,2026-08,55200.0,4600.0,0.8
rev_cust_00058,cust_00058,opp_00177,ch_referral,referral_customer,2026-03-13,2026-03,40800.0,3400.0,0.8
rev_cust_00059,cust_00059,opp_00178,ch_referral,referral_customer,2026-04-15,2026-04,43680.0,3640.0,0.8
rev_cust_00060,cust_00060,opp_00179,ch_referral,referral_customer,2026-05-15,2026-05,46560.0,3880.0,0.8
rev_cust_00061,cust_00061,opp_00180,ch_referral,referral_customer,2026-06-17,2026-06,49440.0,4120.0,0.8
rev_cust_00062,cust_00062,opp_00181,ch_referral,referral_customer,2026-07-19,2026-07,52320.0,4360.0,0.8
rev_cust_00063,cust_00063,opp_00182,ch_referral,referral_customer,2026-08-21,2026-08,55200.0,4600.0,0.8
rev_cust_00064,cust_00064,opp_00183,ch_referral,referral_customer,2026-03-25,2026-03,40800.0,3400.0,0.8
rev_cust_00065,cust_00065,opp_00184,ch_referral,referral_customer,2026-04-02,2026-04,43680.0,3640.0,0.8
rev_cust_00066,cust_00066,opp_00185,ch_referral,referral_customer,2026-05-02,2026-05,46560.0,3880.0,0.8
rev_cust_00067,cust_00067,opp_00186,ch_referral,referral_customer,2026-06-04,2026-06,49440.0,4120.0,0.8
rev_cust_00068,cust_00068,opp_00187,ch_referral,referral_customer,2026-07-06,2026-07,52320.0,4360.0,0.8
rev_cust_00069,cust_00069,opp_00188,ch_referral,referral_customer,2026-08-08,2026-08,55200.0,4600.0,0.8
rev_cust_00070,cust_00070,opp_00189,ch_referral,referral_customer,2026-03-12,2026-03,40800.0,3400.0,0.8
rev_cust_00071,cust_00071,opp_00190,ch_referral,referral_customer,2026-04-14,2026-04,43680.0,3640.0,0.8
rev_cust_00072,cust_00072,opp_00191,ch_referral,referral_customer,2026-05-14,2026-05,46560.0,3880.0,0.8
rev_cust_00073,cust_00073,opp_00192,ch_referral,referral_customer,2026-06-16,2026-06,49440.0,4120.0,0.8
rev_cust_00074,cust_00074,opp_00193,ch_referral,referral_customer,2026-07-18,2026-07,52320.0,4360.0,0.8
rev_cust_00075,cust_00075,opp_00226,ch_referral,referral_advisor,2026-02-05,2026-02,40800.0,3400.0,0.8
rev_cust_00076,cust_00076,opp_00227,ch_referral,referral_advisor,2026-03-10,2026-03,43680.0,3640.0,0.8
rev_cust_00077,cust_00077,opp_00228,ch_referral,referral_advisor,2026-04-09,2026-04,46560.0,3880.0,0.8
rev_cust_00078,cust_00078,opp_00229,ch_referral,referral_advisor,2026-05-12,2026-05,49440.0,4120.0,0.8
rev_cust_00079,cust_00079,opp_00230,ch_referral,referral_advisor,2026-06-13,2026-06,52320.0,4360.0,0.8
rev_cust_00080,cust_00080,opp_00231,ch_referral,referral_advisor,2026-07-16,2026-07,55200.0,4600.0,0.8
rev_cust_00081,cust_00081,opp_00232,ch_referral,referral_advisor,2026-02-17,2026-02,40800.0,3400.0,0.8
rev_cust_00082,cust_00082,opp_00233,ch_referral,referral_advisor,2026-03-22,2026-03,43680.0,3640.0,0.8
rev_cust_00083,cust_00083,opp_00246,ch_paid_social,paid_social_lead_ads,2026-02-05,2026-02,21250.0,1770.83,0.7
rev_cust_00084,cust_00084,opp_00247,ch_paid_social,paid_social_retargeting,2026-02-05,2026-02,21250.0,1770.83,0.7
rev_cust_00085,cust_00085,opp_00252,ch_events,events_flagship,2026-02-05,2026-02,75650.0,6304.17,0.77
rev_cust_00086,cust_00086,opp_00253,ch_events,events_flagship,2026-03-10,2026-03,80990.0,6749.17,0.77
rev_cust_00087,cust_00087,opp_00254,ch_events,events_flagship,2026-04-09,2026-04,86330.0,7194.17,0.77
rev_cust_00088,cust_00088,opp_00255,ch_events,events_flagship,2026-05-12,2026-05,91670.0,7639.17,0.77
rev_cust_00089,cust_00089,opp_00256,ch_events,events_flagship,2026-06-13,2026-06,97010.0,8084.17,0.77
rev_cust_00090,cust_00090,opp_00257,ch_events,events_flagship,2026-07-16,2026-07,102350.0,8529.17,0.77
rev_cust_00091,cust_00091,opp_00315,ch_events,events_field,2026-02-05,2026-02,75650.0,6304.17,0.77
rev_cust_00092,cust_00092,opp_00316,ch_events,events_field,2026-03-10,2026-03,80990.0,6749.17,0.77
rev_cust_00093,cust_00093,opp_00317,ch_events,events_field,2026-04-09,2026-04,86330.0,7194.17,0.77
rev_cust_00094,cust_00094,opp_00318,ch_events,events_field,2026-05-12,2026-05,91670.0,7639.17,0.77
rev_cust_00095,cust_00095,opp_00319,ch_events,events_field,2026-06-13,2026-06,97010.0,8084.17,0.77
rev_cust_00096,cust_00096,opp_00342,ch_partner,partner_cloud,2026-02-05,2026-02,44200.0,3683.33,0.79
rev_cust_00097,cust_00097,opp_00343,ch_partner,partner_cloud,2026-03-10,2026-03,47320.0,3943.33,0.79
rev_cust_00098,cust_00098,opp_00344,ch_partner,partner_cloud,2026-04-09,2026-04,50440.0,4203.33,0.79
rev_cust_00099,cust_00099,opp_00345,ch_partner,partner_cloud,2026-05-12,2026-05,53560.0,4463.33,0.79
rev_cust_00100,cust_00100,opp_00346,ch_partner,partner_cloud,2026-06-13,2026-06,56680.0,4723.33,0.79
rev_cust_00101,cust_00101,opp_00347,ch_partner,partner_cloud,2026-07-16,2026-07,59800.0,4983.33,0.79
rev_cust_00102,cust_00102,opp_00348,ch_partner,partner_cloud,2026-02-17,2026-02,44200.0,3683.33,0.79
rev_cust_00103,cust_00103,opp_00349,ch_partner,partner_cloud,2026-03-22,2026-03,47320.0,3943.33,0.79
rev_cust_00104,cust_00104,opp_00350,ch_partner,partner_cloud,2026-04-21,2026-04,50440.0,4203.33,0.79
rev_cust_00105,cust_00105,opp_00351,ch_partner,partner_cloud,2026-05-24,2026-05,53560.0,4463.33,0.79
rev_cust_00106,cust_00106,opp_00352,ch_partner,partner_cloud,2026-06-25,2026-06,56680.0,4723.33,0.79
rev_cust_00107,cust_00107,opp_00353,ch_partner,partner_cloud,2026-07-28,2026-07,59800.0,4983.33,0.79
rev_cust_00108,cust_00108,opp_00354,ch_partner,partner_cloud,2026-03-01,2026-03,44200.0,3683.33,0.79
rev_cust_00109,cust_00109,opp_00355,ch_partner,partner_cloud,2026-04-03,2026-04,47320.0,3943.33,0.79
rev_cust_00110,cust_00110,opp_00356,ch_partner,partner_cloud,2026-05-03,2026-05,50440.0,4203.33,0.79
rev_cust_00111,cust_00111,opp_00357,ch_partner,partner_cloud,2026-06-05,2026-06,53560.0,4463.33,0.79
rev_cust_00112,cust_00112,opp_00358,ch_partner,partner_cloud,2026-07-07,2026-07,56680.0,4723.33,0.79
rev_cust_00113,cust_00113,opp_00359,ch_partner,partner_cloud,2026-08-09,2026-08,59800.0,4983.33,0.79
rev_cust_00114,cust_00114,opp_00360,ch_partner,partner_cloud,2026-03-13,2026-03,44200.0,3683.33,0.79
rev_cust_00115,cust_00115,opp_00361,ch_partner,partner_cloud,2026-04-15,2026-04,47320.0,3943.33,0.79
rev_cust_00116,cust_00116,opp_00362,ch_partner,partner_cloud,2026-05-15,2026-05,50440.0,4203.33,0.79
rev_cust_00117,cust_00117,opp_00363,ch_partner,partner_cloud,2026-06-17,2026-06,53560.0,4463.33,0.79
rev_cust_00118,cust_00118,opp_00364,ch_partner,partner_cloud,2026-07-19,2026-07,56680.0,4723.33,0.79
rev_cust_00119,cust_00119,opp_00408,ch_partner,partner_consulting,2026-02-05,2026-02,44200.0,3683.33,0.79
rev_cust_00120,cust_00120,opp_00409,ch_partner,partner_consulting,2026-03-10,2026-03,47320.0,3943.33,0.79
rev_cust_00121,cust_00121,opp_00410,ch_partner,partner_consulting,2026-04-09,2026-04,50440.0,4203.33,0.79
rev_cust_00122,cust_00122,opp_00411,ch_partner,partner_consulting,2026-05-12,2026-05,53560.0,4463.33,0.79
rev_cust_00123,cust_00123,opp_00412,ch_partner,partner_consulting,2026-06-13,2026-06,56680.0,4723.33,0.79
rev_cust_00124,cust_00124,opp_00413,ch_partner,partner_consulting,2026-07-16,2026-07,59800.0,4983.33,0.79
rev_cust_00125,cust_00125,opp_00414,ch_partner,partner_consulting,2026-02-17,2026-02,44200.0,3683.33,0.79
rev_cust_00126,cust_00126,opp_00415,ch_partner,partner_consulting,2026-03-22,2026-03,47320.0,3943.33,0.79
rev_cust_00127,cust_00127,opp_00416,ch_partner,partner_consulting,2026-04-21,2026-04,50440.0,4203.33,0.79
rev_cust_00128,cust_00128,opp_00417,ch_partner,partner_consulting,2026-05-24,2026-05,53560.0,4463.33,0.79
rev_cust_00129,cust_00129,opp_00418,ch_partner,partner_consulting,2026-06-25,2026-06,56680.0,4723.33,0.79
rev_cust_00130,cust_00130,opp_00419,ch_partner,partner_consulting,2026-07-28,2026-07,59800.0,4983.33,0.79
rev_cust_00131,cust_00131,opp_00447,ch_webinar,webinar_exec,2026-02-05,2026-02,28050.0,2337.5,0.74
rev_cust_00132,cust_00132,opp_00448,ch_webinar,webinar_exec,2026-03-10,2026-03,30030.0,2502.5,0.74
rev_cust_00133,cust_00133,opp_00449,ch_webinar,webinar_exec,2026-04-09,2026-04,32010.0,2667.5,0.74
rev_cust_00134,cust_00134,opp_00450,ch_webinar,webinar_exec,2026-05-12,2026-05,33990.0,2832.5,0.74
rev_cust_00135,cust_00135,opp_00451,ch_webinar,webinar_exec,2026-06-13,2026-06,35970.0,2997.5,0.74
rev_cust_00136,cust_00136,opp_00452,ch_webinar,webinar_exec,2026-07-16,2026-07,37950.0,3162.5,0.74
rev_cust_00137,cust_00137,opp_00484,ch_webinar,webinar_ops,2026-02-05,2026-02,28050.0,2337.5,0.74
